Gene		 Terms
DLEU7:		 GO:0003674 
FAT4:		 GO:0005509 GO:0005515 
CYP26C1:	 GO:0001972 GO:0005506 GO:0008401 GO:0008401 GO:0020037 
DCHS2:		 GO:0003674 GO:0045296 GO:0005509 
DPP8:		 GO:0008236 GO:0008239 
ZNF562:		 GO:0000981 GO:0003677 GO:0046872 
KSR2:		 GO:0004674 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005524 GO:0046872 
FOXD4L3:	 GO:0000981 GO:0000981 GO:0043565 GO:0000981 
WASH2P:		 GO:0003779 GO:0043014 
ATF7IP:		 GO:0003714 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0016887 
RANBP10:	 GO:0005515 
TFAP2E:		 GO:0000978 GO:0000981 GO:0000981 GO:0000981 GO:0001228 GO:0042803 GO:0046982 GO:0000977 GO:0000981 
NHLRC1:		 GO:0004842 GO:0004842 GO:0004842 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0046872 GO:0061630 
CYP2R1:		 GO:0005506 GO:0030343 GO:0030343 GO:0016712 GO:0020037 GO:0008395 
PACS1:		 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0044325 GO:0044325 
DPPA3:		 GO:0035064 GO:0035064 
BCOR:		 GO:0000977 GO:0003714 GO:0003714 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0008134 GO:0031072 GO:0042826 GO:0042826 GO:0044212 GO:0004842 
GDPD4:		 GO:0008081 GO:0046872 
MUC6:		 GO:0005201 
NPSR1:		 GO:0005000 GO:0008188 
RAD9B:		 GO:0005515 GO:0008408 
MPRIP:		 GO:0003779 GO:0005515 GO:0045296 
SOSTDC1:	 GO:0036122 GO:0098821 
NSMF:		 GO:0048306 
ASCL4:		 GO:0000981 GO:0000981 GO:0000981 GO:0005515 GO:0005515 GO:0046983 GO:0003700 GO:0008134 GO:0000977 
RBMS3:		 GO:0008143 GO:0008266 GO:0035925 GO:0008143 GO:0008266 GO:0003730 GO:0003723 
CASC2:		 GO:0003674 
RPTN:		 GO:0005509 GO:0046914 
TPTE2:		 GO:0004725 GO:0008138 GO:0016314 
NAPRT:		 GO:0004514 GO:0004516 GO:0005515 GO:0005515 GO:0046872 GO:0004516 
SLC30A10:	 GO:0005384 GO:0005515 GO:0005515 GO:0005515 
DSTYK:		 GO:0004674 GO:0004712 GO:0004713 GO:0005524 
LBX2:		 GO:0000981 GO:0000981 GO:0003677 GO:0003677 
SYT10:		 GO:0005509 GO:0005546 GO:0042803 GO:0046982 GO:0000149 GO:0001786 GO:0019905 GO:0001786 GO:0030276 GO:0005544 GO:0005509 GO:0005544 GO:0005509 
LIPI:		 GO:0004620 GO:0008201 GO:0052689 GO:0004620 GO:0016298 
DNMBP:		 GO:0005089 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005089 
HACD2:		 GO:0005515 GO:0005515 GO:0005515 GO:0018812 GO:0019899 GO:0102158 GO:0102343 GO:0102344 GO:0102345 GO:0004725 GO:0018812 
B3GLCT:		 GO:0016757 GO:0008375 
GIGYF2:		 GO:0003723 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0045296 GO:0070064 
SLC36A4:	 GO:0015180 GO:0015193 GO:0015193 GO:0015196 GO:0015196 GO:0015293 GO:0015171 
COX6B2:		 GO:0005515 
CD109:		 GO:0004867 GO:0050431 
THADA:		 GO:0005515 
HSDL2:		 GO:0003674 GO:0016491 
KYAT3:		 GO:0003723 GO:0016212 GO:0030170 GO:0042803 GO:0047315 GO:0047804 GO:0016212 
B3GNT6:		 GO:0008378 GO:0047223 GO:0047224 GO:0008532 GO:0008376 
TMEM184A:	 GO:0008201 
CERS6:		 GO:0000981 GO:0003677 GO:0003677 GO:0005515 GO:0005515 GO:0050291 
SLC39A5:	 GO:0003674 GO:0005385 
GLDN:		 GO:0086080 
SCARA5:		 GO:0005044 GO:0070287 
IL34:		 GO:0005157 GO:0008083 GO:0005125 GO:0005157 
CYHR1:		 GO:0005515 GO:0008270 
ADAMTSL5:	 GO:0008201 
PDZRN4:		 GO:0046872 GO:0061630 
THSD4:		 GO:0005201 GO:0005201 GO:0005201 GO:0008233 
AATK:		 GO:0004674 GO:0005524 
LDHAL6A:	 GO:0004459 
TMPRSS11A:	 GO:0004252 
ZNF852:		 GO:0000981 GO:0003676 GO:0046872 
ZNF783:		 GO:0003677 GO:0005515 GO:0005515 GO:0005515 GO:0042802 
STAC2:		 GO:0005515 GO:0046872 
KDM7A:		 GO:0005506 GO:0005506 GO:0008270 GO:0016706 GO:0016706 GO:0032454 GO:0032454 GO:0032454 GO:0035064 GO:0035575 GO:0051864 GO:0071558 GO:0071558 GO:0071558 
C3P1:		 GO:0004866 
TRIM72:		 GO:0001786 GO:0005515 GO:0008270 GO:0031624 GO:0061630 
ZNF730:		 GO:0000981 GO:0003677 GO:0046872 
KIF6:		 GO:0005515 GO:0005515 GO:0005524 GO:0003777 GO:0016887 GO:0008017 
ZNF782:		 GO:0000981 GO:0046872 GO:0003677 
ZNF517:		 GO:0000981 GO:0003677 GO:0046872 
RNF19B:		 GO:0005515 GO:0005515 GO:0005515 GO:0043130 GO:0046872 GO:0061630 GO:0061630 GO:0031624 
SYNE3:		 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0051015 GO:0051015 
MEX3B:		 GO:0003723 GO:0005509 
ZNF813:		 GO:0000981 GO:0003677 GO:0046872 
ZNF66:		 GO:0000981 GO:0003677 GO:0046872 
ZNF793:		 GO:0000981 GO:0003677 GO:0046872 
MAP3K15:	 GO:0005524 GO:0046872 GO:0004672 GO:0004709 
LIN28B:		 GO:0003723 GO:0003723 GO:0005515 GO:0008270 
AEBP2:		 GO:0000978 GO:0000981 GO:0001227 GO:0003714 GO:0046872 
ZNF841:		 GO:0000981 GO:0046872 GO:0003677 
MACC1:		 GO:0000977 GO:0001228 GO:0008083 
BNC2:		 GO:0000981 GO:0003677 GO:0046872 
ETV3L:		 GO:0001227 GO:0043565 GO:0000981 
DEF8:		 GO:0046872 
ZNF574:		 GO:0000981 GO:0046872 GO:0003677 
ZFP2:		 GO:0000981 GO:0003677 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0046872 
ZNF705A:	 GO:0000981 GO:0003677 GO:0046872 
ZNF836:		 GO:0000981 GO:0046872 GO:0003677 
RNF111:		 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0032184 GO:0046872 GO:0061630 GO:0061630 GO:0061630 GO:0046332 GO:0032184 
FRRS1:		 GO:0000293 GO:0046872 
Q6ZNB5:		 GO:0003684 
NFXL1:		 GO:0000981 GO:0000981 GO:0008270 GO:0000981 GO:0000977 
AGMO:		 GO:0005506 GO:0050479 GO:0050479 GO:0050479 
ZNF704:		 GO:0001158 GO:0046872 
MBOAT1:		 GO:0016746 
ATG14:		 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0051020 
RUFY4:		 GO:0005515 GO:0005515 GO:0005515 GO:0032266 GO:0046872 GO:0032266 
ACP7:		 GO:0003993 GO:0046872 
ZNF620:		 GO:0000981 GO:0003677 GO:0046872 
ZNF600:		 GO:0000981 GO:0003677 GO:0046872 
DBX2:		 GO:0000981 GO:0000981 GO:0043565 
KRBA2:		 GO:0003676 
ZNF497:		 GO:0000981 GO:0046872 GO:0044212 GO:0003700 
GCNT7:		 GO:0008375 
NBEAL2:		 GO:0005515 GO:0005515 GO:0005515 
FGD5:		 GO:0005085 GO:0005089 GO:0005515 GO:0031267 GO:0046872 
TMEM91:		 GO:0003674 
GDPGP1:		 GO:0000166 GO:0005085 GO:0016779 GO:0016787 GO:0080048 GO:0080048 
SHLD3:		 GO:0005515 GO:0005515 GO:0005515 
RBM44:		 GO:0003723 GO:0042803 
PQLC2:		 GO:0015174 GO:0015174 GO:0015181 GO:0015189 GO:0015174 GO:0015181 GO:0015189 
BICDL1:		 GO:0017137 GO:0034452 GO:0017137 
TMEM182:	 GO:0005515 
CCDC141:	 GO:0005515 
SDIM1:		 GO:0005515 GO:0042803 
DGAT2L6:	 GO:0016747 
FOXI2:		 GO:0000981 GO:0000981 GO:0043565 GO:0000981 
SLCO4C1:	 GO:0015347 GO:0015347 
CFAP77:		 GO:0005515 
ZNF788P:	 GO:0000981 GO:0003676 
IDO2:		 GO:0020037 GO:0033754 GO:0033754 GO:0046872 GO:0033754 GO:0004833 
GADL1:		 GO:0004068 GO:0004782 GO:0030170 
DNAH12:		 GO:0003777 GO:0005524 
PLEKHG7:	 GO:0005089 
ZNF493:		 GO:0000981 GO:0003677 GO:0046872 
RTL4:		 GO:0003676 GO:0008270 
ZNF818P:	 GO:0046872 GO:0003677 
RNF207:		 GO:0005515 GO:0008270 GO:0030544 GO:0030544 GO:0044325 GO:0051087 
OTOG:		 GO:0005198 GO:0046556 
ARHGAP36:	 GO:0005096 
MMS22L:		 GO:0005515 GO:0005515 GO:0005515 GO:0005515 
SRCAP:		 GO:0003677 GO:0003713 GO:0004386 GO:0004402 GO:0005515 GO:0005524 GO:0016887 GO:0042393 
ITPRID1:	 GO:0005102 
FAM83H:		 GO:0019901 GO:1990254 
RBPMS2:		 GO:0003729 GO:0005515 GO:0005515 GO:0042803 GO:0003729 
DNM1P46:	 GO:0003924 
CLEC17A:	 GO:0005537 GO:0042806 GO:0046872 
RINL:		 GO:0005085 GO:0005096 
RIPOR1:		 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0071889 
ZNF662:		 GO:0000981 GO:0003677 GO:0046872 
GK5:		 GO:0005524 GO:0004370 
LRRC55:		 GO:0005249 GO:0044325 GO:0099104 GO:0044325 GO:0099104 GO:0005249 
ZBTB49:		 GO:0000981 GO:0001223 GO:0001223 GO:0005515 GO:0005515 GO:0005515 GO:0008134 GO:0043565 GO:0046872 
RBM43:		 GO:0003723 
RNF165:		 GO:0005515 GO:0008270 GO:0061630 
CAPN12:		 GO:0005509 GO:0004198 GO:0004198 
SHISA6:		 GO:0030165 GO:0035255 
SLC16A12:	 GO:0005308 GO:0015293 GO:0008028 
ZNF621:		 GO:0000981 GO:0003677 GO:0046872 
ZCCHC23:	 GO:0003676 GO:0008270 
LCNL1:		 GO:0036094 
CYP2G1P:	 GO:0005506 GO:0008392 GO:0020037 GO:0008395 GO:0016712 
PPP1R3F:	 GO:0019903 GO:2001069 
TSHZ1:		 GO:0000981 GO:0000981 GO:0003677 GO:0003677 GO:0046872 GO:0003682 
TBC1D9:		 GO:0005509 GO:0005515 GO:0005515 GO:0005096 GO:0017137 
UBR3:		 GO:0004842 GO:0008270 GO:0061630 
TMPPE:		 GO:0016787 GO:0046872 
BARGIN:		 GO:0005096 GO:1990450 
ZNF826P:	 GO:0003677 GO:0046872 
SLC25A48:	 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0015227 
TTLL7:		 GO:0005524 GO:0043014 GO:0048487 GO:0070740 
TRIM67:		 GO:0008270 
ZNF833P:	 GO:0003676 GO:0046872 
RFLNA:		 GO:0005515 GO:0031005 
ANKRD13D:	 GO:0140036 GO:0140036 
RASSF6:		 GO:0005515 GO:0005515 
CDHR3:		 GO:0001618 GO:0005509 GO:0045296 GO:0042803 GO:0008092 
FAM92B:		 GO:0005515 GO:0005515 
TPGS1:		 GO:0008017 GO:0070740 
SEPT14:		 GO:0005515 GO:0005515 GO:0005525 GO:0003924 GO:0003924 GO:0003924 
CRAD:		 GO:0005515 
CLEC20A:	 GO:0030246 
KIAA0408:	 GO:0005515 GO:0005515 GO:0005515 GO:0005515 
CFAP65:		 GO:0003723 
C3orf62:	 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 
PIK3AP1:	 GO:0036312 GO:0042802 GO:0005102 GO:0036312 
ARHGAP27:	 GO:0005096 GO:0017124 
CCDC121:	 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 
NKAPD1:		 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 
FRMD7:		 GO:0003674 GO:0030676 
CCDC9B:		 GO:0003723 
DENND5B:	 GO:0017112 
ACOT7L:		 GO:0052689 GO:0102991 GO:0016290 GO:0047617 GO:0036042 GO:0000062 
LHFPL2:		 GO:0003674 
RFX8:		 GO:0000981 GO:0000978 GO:0003700 
FAM47E:		 GO:0003674 
LANCL3:		 GO:0003824 
FGD6:		 GO:0005085 GO:0005089 GO:0031267 GO:0046872 
STOX1:		 GO:0000977 GO:0005515 
PHLPP2:		 GO:0005515 GO:0005515 GO:0005515 GO:0046872 GO:0004722 
GOLT1A:		 GO:0003674 
ESPNL:		 GO:0051015 GO:0051015 
NUDT18:		 GO:0000287 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0044715 GO:0044715 GO:0044716 GO:0044717 GO:0044717 
TOM1L2:		 GO:0005515 GO:0019901 GO:0030276 
HJV:		 GO:0005102 GO:0005102 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0015026 GO:0036122 GO:1990459 GO:0098821 GO:0015026 
TTLL10:		 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005524 GO:0070735 
PAQR9:		 GO:0005496 GO:0038023 
PTCHD4:		 GO:0003674 
SYDE1:		 GO:0005096 
MICALCL:	 GO:0051019 
PAXIP1:		 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 
BBS12:		 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005524 
ANKS3:		 GO:0005515 
PLEKHM3:	 GO:0046872 
NEK10:		 GO:0004672 GO:0005524 GO:0046872 GO:0004674 
RFPL4B:		 GO:0046872 
STXBP4:		 GO:0005515 GO:0019905 
RHEX:		 GO:0005128 GO:0005515 GO:0005515 GO:0005515 
TMPRSS11F:	 GO:0004252 
CYP4V2:		 GO:0004497 GO:0005506 GO:0016705 GO:0020037 
MBOAT2:		 GO:0003841 
TMTC3:		 GO:0000030 GO:0004169 GO:0005515 
GTF2H5:		 GO:0000182 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 
XIRP1:		 GO:0003723 GO:0005515 GO:0005515 GO:0051015 
ACAD11:		 GO:0003995 GO:0004466 GO:0017099 GO:0050660 GO:0070991 
USP49:		 GO:0004197 GO:0004843 GO:0004843 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0008270 GO:0036459 GO:0036459 GO:0042393 
USP34:		 GO:0004197 GO:0004843 GO:0004843 GO:0005515 GO:0005515 GO:0036459 GO:0036459 GO:0004197 GO:0004843 
USP30:		 GO:0004197 GO:0004843 GO:0004843 GO:0004843 GO:0036459 GO:0036459 
USP31:		 GO:0004843 
RAPH1:		 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 
USP53:		 GO:0005515 GO:0005515 GO:0005515 GO:0036459 
USP51:		 GO:0003682 GO:0004843 GO:0004843 GO:0008270 GO:0042393 
USP54:		 GO:0005515 GO:0005515 GO:0005515 GO:0036459 
USP45:		 GO:0004843 GO:0004843 GO:0008270 
USP43:		 GO:0019785 GO:0036459 
SLC25A26:	 GO:0000095 GO:0000095 GO:0000095 GO:0000095 
MOB2:		 GO:0005515 GO:0005515 GO:0005515 GO:0046872 
MOB3C:		 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0046872 
UNC13D:		 GO:0005515 GO:0005515 GO:0017137 GO:0017137 
CHSY3:		 GO:0046872 GO:0047238 GO:0050510 
CREB3L2:	 GO:0000981 GO:0000981 GO:0000981 GO:0001228 GO:0001228 GO:0035497 GO:0044212 GO:0035497 
IKBIP:		 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 
ZNF365:		 GO:0005515 GO:0005515 GO:0005515 GO:0046872 
PREX2:		 GO:0005096 GO:0030676 GO:0030676 
HTR3D:		 GO:0004888 GO:0005515 GO:0022850 GO:0005230 
FRA10AC1:	 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 
CEFIP:		 GO:0005515 
UBE2R2:		 GO:0004842 GO:0005515 GO:0005515 GO:0005524 GO:0061631 GO:0061631 
CYS1:		 GO:0005515 GO:0005515 
KCTD1:		 GO:0003714 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0008134 GO:0008134 GO:0008134 GO:0042802 GO:0042802 
AHSA2P:		 GO:0001671 GO:0005515 GO:0051087 GO:0051879 
HIST2H3A:	 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0046982 GO:0031492 
CENPU:		 GO:0005515 GO:0005515 
LARP4:		 GO:0003723 GO:0003723 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0008143 
TMUB2:		 GO:0005515 GO:0005515 GO:0005515 
FAM57B:		 GO:0050291 
SLC24A5:	 GO:0008273 GO:0008273 GO:0015293 GO:0008273 GO:0005262 
MED25:		 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0008134 GO:0008134 GO:0042974 GO:0046965 
TUBA1A:		 GO:0003924 GO:0005198 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0019904 GO:0005200 GO:0005525 
H2AFV:		 GO:0003674 GO:0046982 GO:0003677 
RPS27L:		 GO:0003723 GO:0005515 GO:0008494 GO:0008656 GO:0046872 GO:0003735 
FKBP9P1:	 GO:0003755 GO:0005509 
CBLL1:		 GO:0004842 GO:0004842 GO:0005515 GO:0005515 GO:0042802 GO:0046872 GO:0061630 
FBN3:		 GO:0005509 GO:0005201 
INTS8:		 GO:0005515 
PGAP1:		 GO:0004518 GO:0016788 GO:0042578 GO:0050185 
ANO5:		 GO:0005229 GO:0046983 GO:0005229 
H1FNT:		 GO:0005524 GO:0031492 GO:0003690 
UTS2B:		 GO:0005179 GO:0001664 
MTSS2:		 GO:0003785 GO:0005096 GO:0005546 GO:0048365 
SLC35D2:	 GO:0005338 GO:0005338 GO:0005338 GO:0022857 GO:0005462 GO:0005463 GO:0005461 GO:0015297 GO:0015165 
NOL8:		 GO:0003723 GO:0003723 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0003723 
SSH2:		 GO:0003779 GO:0004721 GO:0004725 GO:0008138 GO:0004721 GO:0003779 
B4GALNT4:	 GO:0008376 GO:0033842 
ZNF534:		 GO:0000981 GO:0003677 GO:0046872 
ASXL2:		 GO:0003677 GO:0042975 GO:0046872 GO:0042975 GO:0003682 
ADAMTS13:	 GO:0004222 GO:0005178 GO:0005509 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0008237 GO:0008270 
CCDC80:		 GO:0001968 GO:0008201 
ERN2:		 GO:0000287 GO:0004519 GO:0004674 GO:0005524 GO:0004521 GO:0004674 GO:0051082 GO:0004672 
CEP68:		 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0019901 GO:0019904 
HECW1:		 GO:0061630 GO:0061630 
KNDC1:		 GO:0003674 GO:0005088 
BTN2A1:		 GO:0003674 GO:0005102 
SUPT6H:		 GO:0003677 GO:0003700 GO:0003723 GO:0003723 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0042393 GO:0042393 GO:0031491 
SND1:		 GO:0003712 GO:0003723 GO:0003723 GO:0003723 GO:0004519 GO:0004521 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0045296 GO:1905172 GO:0003723 GO:0004518 
MARK2:		 GO:0000287 GO:0003723 GO:0004674 GO:0004674 GO:0004674 GO:0004674 GO:0004674 GO:0004674 GO:0004674 GO:0004674 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005524 GO:0008289 GO:0030295 GO:0045296 GO:0048156 GO:0048156 GO:0050321 GO:0050321 GO:0050321 GO:0050321 GO:0050321 GO:0004674 
COX15:		 GO:0004129 GO:0005515 GO:0016627 GO:0020037 GO:0060090 GO:0016653 
DDX46:		 GO:0003723 GO:0003724 GO:0005524 GO:0003724 GO:0003723 
RUFY3:		 GO:0005515 
SV2A:		 GO:0019901 GO:0022857 
RHOU:		 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0046872 GO:0019901 GO:0005525 GO:0003924 
RNF44:		 GO:0046872 
TRIL:		 GO:0001530 GO:0001530 
TRMT10C:	 GO:0000049 GO:0003723 GO:0003723 GO:0005515 GO:0005515 GO:0005515 GO:0009019 GO:0016429 GO:0052905 GO:0061953 GO:0000049 GO:0009019 
DPPA4:		 GO:0003682 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 
SV2B:		 GO:0005515 GO:0022857 
BZW1:		 GO:0003723 GO:0003723 GO:0045296 
CHST9:		 GO:0001537 GO:0001537 GO:0001537 GO:0008146 
CYB5R4:		 GO:0004128 GO:0016174 GO:0016653 GO:0046872 GO:0016174 GO:0004128 GO:0020037 
MON1B:		 GO:0005515 GO:0005515 
LRRC8D:		 GO:0005225 GO:0005515 GO:0005515 GO:0005225 GO:0005225 
ABHD13:		 GO:0008474 
ASRGL1:		 GO:0004067 GO:0004067 GO:0008798 GO:0003948 GO:0008798 GO:0004067 
KCTD9:		 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0042802 GO:0043621 GO:0097602 
DHX30:		 GO:0003682 GO:0003723 GO:0003723 GO:0003723 GO:0003724 GO:0003725 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005524 GO:0034458 GO:0002151 GO:0003678 GO:0003723 
EIF3M:		 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0031369 GO:0003743 GO:0003743 GO:0003743 
MEPCE:		 GO:0003723 GO:0003723 GO:0008173 GO:0008173 GO:0008757 GO:0017069 GO:0008171 GO:0008173 
TEDC2:		 GO:0005515 GO:0005515 GO:0005515 
ZNF765:		 GO:0000981 GO:0003677 GO:0005515 GO:0005515 GO:0005515 GO:0046872 
CDC37L1:	 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0051087 GO:0051082 GO:0031072 
ZNF771:		 GO:0000981 GO:0003677 GO:0046872 
PARS2:		 GO:0005524 GO:0004827 
RTL10:		 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 
MIGA2:		 GO:0005515 GO:0042803 GO:0046982 
RSRC2:		 GO:0003723 
BEND5:		 GO:0003677 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 
RRAGA:		 GO:0003924 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005525 GO:0005525 GO:0031625 GO:0042803 GO:0046982 GO:0046982 GO:0046982 GO:0051219 GO:0003924 
CYFIP1:		 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0045182 GO:0048365 GO:0051015 GO:0048365 GO:0000340 
MCM10:		 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0019899 GO:0042802 GO:0046872 GO:0003697 GO:0003688 GO:0003690 
DOK3:		 GO:0005515 GO:0005515 GO:0005515 
NDUFAF7:	 GO:0005515 GO:0005515 GO:0005515 GO:0008168 GO:0019899 GO:0035243 GO:0035243 
FAM214B:	 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 
FA2H:		 GO:0005506 GO:0020037 GO:0080132 GO:0080132 GO:0080132 GO:0080132 GO:0080132 GO:0080132 
GET4:		 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0051087 
GDPD3:		 GO:0046872 GO:0004622 GO:0008081 
COPS6:		 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 GO:0005515 
LPCAT2:		 GO:0003841 GO:0005509 GO:0047184 GO:0047184 GO:0047192 
ENOSF1:		 GO:0000287 GO:0016853 GO:0050023 
DET1:		 GO:0005515 GO:0005515 GO:0031625 GO:0044877 GO:1990756 
MAEA:		 GO:0003779 GO:0046872 GO:0004842 
G2E3:		 GO:0004842 GO:0005515 GO:0046872 
